0	:invoke	:read	nil
0	:ok	:read	[]
1	:invoke	:read	nil
1	:ok	:read	[]
2	:invoke	:read	nil
2	:ok	:read	[]
3	:invoke	:read	nil
3	:ok	:read	[]
4	:invoke	:read	nil
4	:ok	:read	[]
0	:invoke	:read	nil
0	:ok	:read	[]
0	:invoke	:read	nil
0	:ok	:read	[]
1	:invoke	:read	nil
1	:ok	:read	[]
2	:invoke	:read	nil
2	:ok	:read	[]
3	:invoke	:broadcast	0
3	:ok	:broadcast	0
4	:invoke	:broadcast	1
4	:ok	:broadcast	1
0	:invoke	:read	nil
0	:ok	:read	[0]
0	:invoke	:broadcast	2
0	:ok	:broadcast	2
1	:invoke	:read	nil
1	:ok	:read	[1 2]
2	:invoke	:read	nil
2	:ok	:read	[]
3	:invoke	:read	nil
3	:ok	:read	[0 1 2]
4	:invoke	:read	nil
4	:ok	:read	[0 1]
0	:invoke	:read	nil
0	:ok	:read	[0 2]
0	:invoke	:read	nil
0	:ok	:read	[0 2]
1	:invoke	:read	nil
1	:ok	:read	[1 2]
2	:invoke	:read	nil
2	:ok	:read	[]
3	:invoke	:read	nil
3	:ok	:read	[0 1 2]
4	:invoke	:broadcast	3
4	:ok	:broadcast	3
0	:invoke	:broadcast	4
0	:ok	:broadcast	4
0	:invoke	:read	nil
0	:ok	:read	[0 2 4]
1	:invoke	:read	nil
1	:ok	:read	[1 2 3 4]
2	:invoke	:broadcast	5
2	:ok	:broadcast	5
3	:invoke	:broadcast	6
3	:ok	:broadcast	6
4	:invoke	:broadcast	7
4	:ok	:broadcast	7
0	:invoke	:read	nil
0	:ok	:read	[0 2 4 6]
0	:invoke	:broadcast	8
0	:ok	:broadcast	8
1	:invoke	:read	nil
1	:ok	:read	[1 2 3 4 5 7 8]
2	:invoke	:broadcast	9
2	:ok	:broadcast	9
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4 6 7 8]
4	:invoke	:read	nil
4	:ok	:read	[0 1 3 6 7]
0	:invoke	:read	nil
0	:ok	:read	[0 2 4 6 8]
0	:invoke	:read	nil
0	:ok	:read	[0 2 4 6 8]
1	:invoke	:broadcast	10
1	:ok	:broadcast	10
2	:invoke	:broadcast	11
2	:ok	:broadcast	11
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4 6 7 8]
4	:invoke	:read	nil
4	:ok	:read	[0 1 3 6 7 10]
0	:invoke	:broadcast	12
0	:ok	:broadcast	12
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
1	:invoke	:broadcast	14
1	:ok	:broadcast	14
2	:invoke	:read	nil
2	:ok	:read	[5 9 10 11 14]
3	:invoke	:broadcast	15
3	:ok	:broadcast	15
4	:invoke	:read	nil
4	:ok	:read	[0 1 3 6 7 10 14 15]
0	:invoke	:broadcast	16
0	:ok	:broadcast	16
0	:invoke	:read	nil
0	:ok	:read	[0 2 4 6 8 10 12 13 14 15 16]
1	:invoke	:broadcast	17
1	:ok	:broadcast	17
2	:invoke	:read	nil
2	:ok	:read	[5 9 10 11 14 17]
3	:invoke	:broadcast	18
3	:ok	:broadcast	18
4	:invoke	:read	nil
4	:ok	:read	[0 1 3 6 7 10 14 15 17 18]
0	:invoke	:read	nil
0	:ok	:read	[0 2 4 6 8 10 12 13 14 15 16 17 18]
0	:invoke	:read	nil
0	:ok	:read	[0 2 4 6 8 10 12 13 14 15 16 17 18]
1	:invoke	:read	nil
1	:ok	:read	[1 2 3 4 5 7 8 9 10 11 12 13 14 16 17]
2	:invoke	:read	nil
2	:ok	:read	[5 9 10 11 14 17]
3	:invoke	:broadcast	19
3	:ok	:broadcast	19
4	:invoke	:broadcast	20
4	:ok	:broadcast	20
0	:invoke	:read	nil
0	:ok	:read	[0 2 4 6 8 10 12 13 14 15 16 17 18 19]
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
1	:invoke	:read	nil
1	:ok	:read	[1 2 3 4 5 7 8 9 10 11 12 13 14 16 17 20 21]
2	:invoke	:read	nil
2	:ok	:read	[5 9 10 11 14 17]
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4 6 7 8 12 13 15 16 18 19 20 21]
